input,labels
 Explain why this particular variety of English is what you wish to master .,1
 ,1
"When I was a little girl , my uncle is my good example , who is a Chinese teacher in the senior high school now .",0
I had duck is blood as midnight snack with Barry .,1
"We are currently running another series of experimental studies , and English native speakers are required .",1
 ,1
"Last year , I stayed two months for work .",1
Is only Japan like that strange festival symbol ?,1
So I think I try to write English dairy every day .,0
"Also , if he works in the office , it is easy for him to display his talent to his boss , and he may get promotion .",0
"Last , I caught a cold .",0
Usually I use casually Japanese .,1
So I can not have a holiday even I want to have a holiday .,0
"He said , ' Never ! ' I said ' If not , you ca not watch TV . ' .",0
My curry .,0
I have bad feeling .,0
Most Japanese students start their English educations from these conversations .,1
The business was pyramid selling .,1
I want to play with my friends ! !,1
"were extremely expensive ! - - Eventually , I bought two lovely cups , some delicious chocolate and a warm neckerchief .",1
I believe this time sitting in front of a desk instead of playing outside on my vacation would be an investment for my future .,1
I was angry .,1
Massive earthquake,1
Today my topic is fast food .,1
I watched the movie which was about Brazil .,0
"In contrast , the least wealthy country is India and Africa .",0
I hope I will focus on my goal and not give up before starting to learn it .,1
I lived with my grandmother when I was a child .,1
A Going well !,1
"I was able to study English , and to grasp spoken English .",1
One paper was written in words .,1
"I love reading books , comic and I love watching movie and cooking .",0
"Girls , be Ambitious !",0
It was the first time I was present at this meeting .,0
"i ate kimchi stew , and korea pizza ",0
"After that , I just talked with some friends , waste of time again , oops !",0
"Last Tuesday I went to a friend is house because he had called me just to meet , drink something and talk about whatever .",1
This is why to explain subtle differences in nuance between a Japanese sentence and an English sentence is very hard .,1
On the Internet ' friend .,1
I hope that out English will be getting better and better .,0
here you will see most moderest Hassan II mosque in arabic world .,0
ROFL rolling on the floor laughing,1
I write this article to check whether it can be written for the English Billboard .,1
I enjoy the temperature of the four seasons .,1
My son likes my curry .,1
But I worry about the Russian safety .,0
A movie,0
"If you work in another country , does the company offer other welfare ?",1
Weekend is coming .,0
I will undergo an inspection for the rd grade bookkeeping test in November .,1
One of my friends is an illustrator and she needs her English profile .,1
It would be difficult but I am sure that it will be worthy of trying .,0
I have liked to see dramas since early childhood and not only Japanese drama but also foreign drama .,1
Cheer up ,0
"The most important thing is to let him know how to think , classify and connect about things .",1
And miso is classed as a warm food which can provide energy when you feel weak .,1
"I am really mad at the staff at my daughter is daycare , ",1
"Fortunately , I did well till now .",0
hi . what do i want ?,1
"So , I am getting nervous because I have prepared for this international program for the past months .",1
"I guess , I will re - watch that drama .",0
"I will do my best today , too .",1
"Following what he said , doing what he told me and completing what he ordered is the only thing I can do to repay him .",1
I want to go again .,0
Teacher shoud to say complinent to his students .,0
About Youko,0
I think it could make good taste .,0
"The nerve which I have , that is all that matters .",1
My wife is a kindergarten teacher .,1
It is necessary to take the university of the national and public .,1
"I hope tomorrow is a rainy day . , ",1
I moved to a new house last month .,1
"Earlier , spring came here just after March And now just on the st of March the weather has changed after such cold and dark days came spring days ",1
